latitude,longitude,gravity_anomaly_mGal
90.000000,166.000000,40.563253
90.000000,167.000000,40.563253
90.000000,168.000000,40.563253
90.000000,169.000000,40.563253
90.000000,170.000000,40.563253
90.000000,171.000000,40.563253
90.000000,172.000000,40.563253
90.000000,173.000000,40.563253
90.000000,174.000000,40.563253
90.000000,175.000000,40.563253
90.000000,176.000000,40.563253
90.000000,177.000000,40.563253
90.000000,178.000000,40.563253
90.000000,179.000000,40.563253
90.000000,180.000000,40.563253
81.450921,-180.000000,43.787609
81.450921,-179.000000,18.457015
81.450921,-178.000000,16.739843
81.450921,-177.000000,13.333598
81.450921,-176.000000,42.024625
81.450921,-175.000000,56.175885
81.450921,-174.000000,-25.914917
81.450921,-173.000000,-12.603866
81.450921,-172.000000,69.070844
81.450921,-171.000000,-4.695201
81.450921,-170.000000,-23.270665
81.450921,-169.000000,20.233038
81.450921,-168.000000,37.646120
81.450921,-167.000000,-1.604921
81.450921,-166.000000,-19.233304
81.450921,-165.000000,15.034493
81.450921,-164.000000,34.872687
81.450921,-163.000000,-5.756508
81.450921,-162.000000,-21.781123
81.450921,-161.000000,35.012175
81.450921,-160.000000,12.336891
81.450921,-159.000000,1.977688
81.450921,-158.000000,13.950822
81.450921,-157.000000,5.186982
81.450921,-156.000000,43.760880
81.450921,-155.000000,-6.419869
81.450921,-154.000000,4.329998
81.450921,-153.000000,-11.820567
81.450921,-152.000000,34.975597
81.450921,-151.000000,-9.595929
81.450921,-150.000000,-24.786677
81.450921,-149.000000,34.282724
81.450921,-148.000000,-26.303270
81.450921,-147.000000,-1.893124
81.450921,-146.000000,3.992978
81.450921,-145.000000,0.162376
81.450921,-144.000000,1.376958
81.450921,-143.000000,19.264119
81.450921,-142.000000,14.208021
81.450921,-141.000000,-40.340877
81.450921,-140.000000,19.954231
81.450921,-139.000000,20.830684
81.450921,-138.000000,3.048177
81.450921,-137.000000,15.291803
81.450921,-136.000000,11.839679
81.450921,-135.000000,69.310987
81.450921,-134.000000,9.896075
81.450921,-133.000000,-10.725572
81.450921,-132.000000,52.513400
81.450921,-131.000000,4.728264
81.450921,-130.000000,-12.919706
81.450921,-129.000000,37.337638
81.450921,-128.000000,10.398724
81.450921,-127.000000,12.417734
81.450921,-126.000000,14.427095
81.450921,-125.000000,22.633490
81.450921,-124.000000,47.272835
81.450921,-123.000000,-24.544341
81.450921,-122.000000,16.337982
81.450921,-121.000000,10.054842
81.450921,-120.000000,5.535128
81.450921,-119.000000,-26.195448
81.450921,-118.000000,-62.353593
81.450921,-117.000000,14.530245
81.450921,-116.000000,-0.654728
81.450921,-115.000000,-1.691284
81.450921,-114.000000,-25.384658
81.450921,-113.000000,-2.673309
81.450921,-112.000000,-22.349904
81.450921,-111.000000,14.037800
81.450921,-110.000000,-19.774185
81.450921,-109.000000,11.136258
81.450921,-108.000000,42.481623
81.450921,-107.000000,-34.432133
81.450921,-106.000000,71.912184
81.450921,-105.000000,37.030505
81.450921,-104.000000,1.436425
81.450921,-103.000000,37.773786
81.450921,-102.000000,16.390695
81.450921,-101.000000,48.136218
81.450921,-100.000000,54.790485
81.450921,-99.000000,-22.232795
81.450921,-98.000000,45.833522
81.450921,-97.000000,64.884238
81.450921,-96.000000,63.009686
81.450921,-95.000000,5.363000
81.450921,-94.000000,-28.542031
81.450921,-93.000000,24.485306
81.450921,-92.000000,42.111312
81.450921,-91.000000,37.593533
81.450921,-90.000000,55.231813
81.450921,-89.000000,-15.460649
81.450921,-88.000000,69.976622
81.450921,-87.000000,59.885627
81.450921,-86.000000,59.842921
81.450921,-85.000000,65.437843
81.450921,-84.000000,14.499786
81.450921,-83.000000,9.288360
81.450921,-82.000000,71.049959
81.450921,-81.000000,130.082738
81.450921,-80.000000,121.546553
81.450921,-79.000000,78.889996
81.450921,-78.000000,138.559371
81.450921,-77.000000,-65.785930
81.450921,-76.000000,42.787035
81.450921,-75.000000,51.033262
81.450921,-74.000000,49.305163
81.450921,-73.000000,87.850665
81.450921,-72.000000,53.412793
81.450921,-71.000000,37.136374
81.450921,-70.000000,51.653722
81.450921,-69.000000,38.616323
81.450921,-68.000000,43.885063
81.450921,-67.000000,-13.817890
81.450921,-66.000000,-49.606883
81.450921,-65.000000,-54.790112
81.450921,-64.000000,-95.120211
81.450921,-63.000000,-128.587934
81.450921,-62.000000,-130.573574
81.450921,-61.000000,-82.553373
81.450921,-60.000000,-7.713405
81.450921,-59.000000,-24.494626
81.450921,-58.000000,-97.659552
81.450921,-57.000000,-34.990566
81.450921,-56.000000,-20.727790
81.450921,-55.000000,-22.893680
81.450921,-54.000000,-5.042355
81.450921,-53.000000,64.858308
81.450921,-52.000000,53.238653
81.450921,-51.000000,-27.396602
81.450921,-50.000000,-28.841134
81.450921,-49.000000,40.240886
81.450921,-48.000000,34.790254
81.450921,-47.000000,-15.923364
81.450921,-46.000000,-20.590124
81.450921,-45.000000,-3.403697
81.450921,-44.000000,-11.074340
81.450921,-43.000000,75.125949
81.450921,-42.000000,122.085858
81.450921,-41.000000,104.846694
81.450921,-40.000000,119.172453
81.450921,-39.000000,116.128160
81.450921,-38.000000,73.418768
81.450921,-37.000000,134.712407
81.450921,-36.000000,90.208692
81.450921,-35.000000,135.413702
81.450921,-34.000000,60.577979
81.450921,-33.000000,98.151479
81.450921,-32.000000,62.124864
81.450921,-31.000000,102.391228
81.450921,-30.000000,128.406308
81.450921,-29.000000,80.846352
81.450921,-28.000000,61.572545
81.450921,-27.000000,18.715461
81.450921,-26.000000,2.144769
81.450921,-25.000000,75.229919
81.450921,-24.000000,4.824457
81.450921,-23.000000,69.150379
81.450921,-22.000000,78.912933
81.450921,-21.000000,-5.263313
81.450921,-20.000000,-37.388360
81.450921,-19.000000,-3.992994
81.450921,-18.000000,-6.175245
81.450921,-17.000000,-47.557626
81.450921,-16.000000,-20.789670
81.450921,-15.000000,10.064109
81.450921,-14.000000,5.185363
81.450921,-13.000000,35.644456
81.450921,-12.000000,47.410049
81.450921,-11.000000,69.030065
81.450921,-10.000000,92.703349
81.450921,-9.000000,30.281272
81.450921,-8.000000,95.048038
81.450921,-7.000000,49.638497
81.450921,-6.000000,44.720181
81.450921,-5.000000,11.608517
81.450921,-4.000000,1.111025
81.450921,-3.000000,44.648040
81.450921,-2.000000,45.732424
81.450921,-1.000000,50.772313
81.450921,0.000000,72.129909
81.450921,1.000000,135.413918
81.450921,2.000000,96.244216
81.450921,3.000000,26.141798
81.450921,4.000000,85.811673
81.450921,5.000000,62.678317
81.450921,6.000000,41.298379
81.450921,7.000000,34.320554
81.450921,8.000000,57.239833
81.450921,9.000000,32.547580
81.450921,10.000000,-13.550460
81.450921,11.000000,-2.365700
81.450921,12.000000,18.223931
81.450921,13.000000,46.286165
81.450921,14.000000,26.395865
81.450921,15.000000,15.580878
81.450921,16.000000,5.491414
81.450921,17.000000,46.728040
81.450921,18.000000,96.970985
81.450921,19.000000,47.502369
81.450921,20.000000,68.535384
81.450921,21.000000,12.393889
81.450921,22.000000,63.236222
81.450921,23.000000,84.132307
81.450921,24.000000,60.655193
81.450921,25.000000,109.213088
81.450921,26.000000,43.046489
81.450921,27.000000,21.180685
81.450921,28.000000,75.577759
81.450921,29.000000,119.020239
81.450921,30.000000,81.935308
81.450921,31.000000,48.650516
81.450921,32.000000,42.007383
81.450921,33.000000,41.181015
81.450921,34.000000,64.534488
81.450921,35.000000,77.833666
81.450921,36.000000,-13.400688
81.450921,37.000000,74.365178
81.450921,38.000000,40.102629
81.450921,39.000000,38.691547
81.450921,40.000000,48.099891
81.450921,41.000000,39.471963
81.450921,42.000000,33.770316
81.450921,43.000000,26.955432
81.450921,44.000000,13.156790
81.450921,45.000000,25.602164
81.450921,46.000000,33.794831
81.450921,47.000000,22.884401
81.450921,48.000000,34.935727
81.450921,49.000000,66.856600
81.450921,50.000000,31.354632
81.450921,51.000000,-0.263154
81.450921,52.000000,43.936472
81.450921,53.000000,43.007674
81.450921,54.000000,24.614370
81.450921,55.000000,35.067419
81.450921,56.000000,-8.999214
81.450921,57.000000,31.900887
81.450921,58.000000,44.537039
81.450921,59.000000,44.591117
81.450921,60.000000,61.935799
81.450921,61.000000,28.809021
81.450921,62.000000,33.158829
81.450921,63.000000,22.109442
81.450921,64.000000,44.152637
81.450921,65.000000,27.075240
81.450921,66.000000,-7.674595
81.450921,67.000000,-0.532699
81.450921,68.000000,19.203776
81.450921,69.000000,-30.739883
81.450921,70.000000,45.737751
81.450921,71.000000,-28.198926
81.450921,72.000000,56.921159
81.450921,73.000000,-46.271653
81.450921,74.000000,22.753791
81.450921,75.000000,39.576868
81.450921,76.000000,34.071824
81.450921,77.000000,30.359222
81.450921,78.000000,20.231127
81.450921,79.000000,-7.998848
81.450921,80.000000,24.927398
81.450921,81.000000,36.526513
81.450921,82.000000,55.864787
81.450921,83.000000,28.213014
81.450921,84.000000,-4.101576
81.450921,85.000000,54.985627
81.450921,86.000000,-14.061529
81.450921,87.000000,15.919078
81.450921,88.000000,-14.600984
81.450921,89.000000,35.206624
81.450921,90.000000,80.045582
81.450921,91.000000,19.720417
81.450921,92.000000,3.896676
81.450921,93.000000,14.958447
81.450921,94.000000,26.171359
81.450921,95.000000,25.710446
81.450921,96.000000,-20.921473
81.450921,97.000000,35.575811
81.450921,98.000000,76.765398
81.450921,99.000000,38.425007
81.450921,100.000000,78.554934
81.450921,101.000000,80.677188
81.450921,102.000000,68.479056
81.450921,103.000000,43.834910
81.450921,104.000000,63.621330
81.450921,105.000000,-0.520991
81.450921,106.000000,-3.235726
81.450921,107.000000,-6.912787
81.450921,108.000000,-29.707609
81.450921,109.000000,-6.931744
81.450921,110.000000,24.616986
81.450921,111.000000,-12.465471
81.450921,112.000000,-31.033039
81.450921,113.000000,15.457307
81.450921,114.000000,10.463689
81.450921,115.000000,-30.607538
81.450921,116.000000,-4.367931
81.450921,117.000000,10.733119
81.450921,118.000000,58.189468
81.450921,119.000000,43.632521
81.450921,120.000000,-20.600362
81.450921,121.000000,-44.520726
81.450921,122.000000,39.594600
81.450921,123.000000,64.242334
81.450921,124.000000,53.035278
81.450921,125.000000,-16.290716
81.450921,126.000000,45.745442
81.450921,127.000000,-2.116851
81.450921,128.000000,-3.333526
81.450921,129.000000,51.934484
81.450921,130.000000,21.965442
81.450921,131.000000,-1.039278
81.450921,132.000000,5.811147
81.450921,133.000000,18.524401
81.450921,134.000000,-16.121467
81.450921,135.000000,18.742777
81.450921,136.000000,-45.015502
81.450921,137.000000,15.420196
81.450921,138.000000,28.016136
81.450921,139.000000,-32.189762
81.450921,140.000000,18.155085
81.450921,141.000000,46.097687
81.450921,142.000000,26.847342
81.450921,143.000000,51.576480
81.450921,144.000000,-11.626443
81.450921,145.000000,54.492064
81.450921,146.000000,-17.953959
81.450921,147.000000,14.369048
81.450921,148.000000,16.527700
81.450921,149.000000,12.750435
81.450921,150.000000,-3.994637
81.450921,151.000000,41.203662
81.450921,152.000000,5.170244
81.450921,153.000000,-8.501486
81.450921,154.000000,-26.794175
81.450921,155.000000,36.347788
81.450921,156.000000,5.690120
81.450921,157.000000,-29.365429
81.450921,158.000000,36.968269
81.450921,159.000000,-18.890337
81.450921,160.000000,-1.500387
81.450921,161.000000,-2.343931
81.450921,162.000000,-28.675224
81.450921,163.000000,46.628970
81.450921,164.000000,-41.540069
81.450921,165.000000,36.354901
81.450921,166.000000,16.119001
81.450921,167.000000,-13.176863
81.450921,168.000000,40.324265
81.450921,169.000000,-7.428083
81.450921,170.000000,11.124283
81.450921,171.000000,-18.767319
81.450921,172.000000,7.300347
81.450921,173.000000,29.320690
81.450921,174.000000,8.604626
81.450921,175.000000,3.208249
81.450921,176.000000,14.243879
81.450921,177.000000,45.164278
81.450921,178.000000,-0.524465
81.450921,179.000000,15.524579
81.450921,180.000000,43.787609
77.898508,-180.000000,14.816187
77.898508,-179.000000,38.304829
77.898508,-178.000000,20.402758
77.898508,-177.000000,57.696925
77.898508,-176.000000,39.942360
77.898508,-175.000000,55.530489
77.898508,-174.000000,35.142218
77.898508,-173.000000,27.606566
77.898508,-172.000000,21.071291
77.898508,-171.000000,-15.469006
77.898508,-170.000000,2.450732
77.898508,-169.000000,21.353547
77.898508,-168.000000,24.509688
77.898508,-167.000000,13.532513
77.898508,-166.000000,-36.280438
77.898508,-165.000000,0.973730
77.898508,-164.000000,37.516132
77.898508,-163.000000,33.758498
77.898508,-162.000000,-30.321517
77.898508,-161.000000,113.395084
77.898508,-160.000000,52.828083
77.898508,-159.000000,37.903666
77.898508,-158.000000,98.480367
77.898508,-157.000000,64.060780
77.898508,-156.000000,0.619880
77.898508,-155.000000,69.137234
77.898508,-154.000000,78.275561
77.898508,-153.000000,46.601947
77.898508,-152.000000,-22.652280
77.898508,-151.000000,-1.434309
77.898508,-150.000000,-16.652799
77.898508,-149.000000,27.611299
77.898508,-148.000000,23.671305
77.898508,-147.000000,7.131058
77.898508,-146.000000,12.818907
77.898508,-145.000000,10.263239
77.898508,-144.000000,16.286013
77.898508,-143.000000,13.862567
77.898508,-142.000000,-0.691592
77.898508,-141.000000,9.965823
77.898508,-140.000000,7.454625
77.898508,-139.000000,-5.058683
77.898508,-138.000000,17.910645
77.898508,-137.000000,-1.513674
77.898508,-136.000000,-4.459494
77.898508,-135.000000,-7.454566
77.898508,-134.000000,-4.711700
77.898508,-133.000000,3.801528
77.898508,-132.000000,-37.547210
77.898508,-131.000000,-28.630030
77.898508,-130.000000,-70.417437
77.898508,-129.000000,-16.471352
77.898508,-128.000000,13.273470
77.898508,-127.000000,35.480332
77.898508,-126.000000,8.452262
77.898508,-125.000000,24.697011
77.898508,-124.000000,45.713614
77.898508,-123.000000,55.675453
77.898508,-122.000000,49.484626
77.898508,-121.000000,6.769757
77.898508,-120.000000,-3.580399
77.898508,-119.000000,4.981808
77.898508,-118.000000,1.414307
77.898508,-117.000000,-21.964846
77.898508,-116.000000,14.220746
77.898508,-115.000000,1.929428
77.898508,-114.000000,14.997362
77.898508,-113.000000,8.825211
77.898508,-112.000000,24.729713
77.898508,-111.000000,8.315693
77.898508,-110.000000,-6.297745
77.898508,-109.000000,3.979129
77.898508,-108.000000,-31.002617
77.898508,-107.000000,-19.289390
77.898508,-106.000000,59.933834
77.898508,-105.000000,-26.487153
77.898508,-104.000000,7.041841
77.898508,-103.000000,-6.355021
77.898508,-102.000000,5.299040
77.898508,-101.000000,-4.335347
77.898508,-100.000000,-32.877590
77.898508,-99.000000,-23.327821
77.898508,-98.000000,-3.785698
77.898508,-97.000000,-38.383654
77.898508,-96.000000,28.696591
77.898508,-95.000000,35.051006
77.898508,-94.000000,-10.805023
77.898508,-93.000000,19.877704
77.898508,-92.000000,-37.841481
77.898508,-91.000000,-57.010540
77.898508,-90.000000,-29.361564
77.898508,-89.000000,-48.313738
77.898508,-88.000000,-8.660004
77.898508,-87.000000,-53.013780
77.898508,-86.000000,-53.357600
77.898508,-85.000000,49.362421
77.898508,-84.000000,7.423116
77.898508,-83.000000,17.420894
77.898508,-82.000000,52.805934
77.898508,-81.000000,91.515299
77.898508,-80.000000,68.343154
77.898508,-79.000000,40.466767
77.898508,-78.000000,9.258614
77.898508,-77.000000,27.162069
77.898508,-76.000000,-3.258456
77.898508,-75.000000,-45.347197
77.898508,-74.000000,-56.259976
77.898508,-73.000000,-18.814424
77.898508,-72.000000,-1.965012
77.898508,-71.000000,38.518279
77.898508,-70.000000,41.972410
77.898508,-69.000000,42.661379
77.898508,-68.000000,129.628471
77.898508,-67.000000,94.403700
77.898508,-66.000000,65.117963
77.898508,-65.000000,76.049396
77.898508,-64.000000,66.127133
77.898508,-63.000000,97.205882
77.898508,-62.000000,61.631758
77.898508,-61.000000,49.397069
77.898508,-60.000000,94.808841
77.898508,-59.000000,111.537053
77.898508,-58.000000,87.586743
77.898508,-57.000000,83.785395
77.898508,-56.000000,105.599393
77.898508,-55.000000,91.146649
77.898508,-54.000000,107.073344
77.898508,-53.000000,79.143300
77.898508,-52.000000,77.951305
77.898508,-51.000000,93.868324
77.898508,-50.000000,61.097306
77.898508,-49.000000,35.345509
77.898508,-48.000000,43.162912
77.898508,-47.000000,82.946091
77.898508,-46.000000,39.555812
77.898508,-45.000000,60.225304
77.898508,-44.000000,25.635753
77.898508,-43.000000,58.971708
77.898508,-42.000000,38.363274
77.898508,-41.000000,25.473804
77.898508,-40.000000,19.634941
77.898508,-39.000000,32.468367
77.898508,-38.000000,24.357561
77.898508,-37.000000,62.740818
77.898508,-36.000000,48.150631
77.898508,-35.000000,66.155464
77.898508,-34.000000,65.877909
77.898508,-33.000000,71.754383
77.898508,-32.000000,52.553734
77.898508,-31.000000,71.735630
77.898508,-30.000000,72.931481
77.898508,-29.000000,61.508988
77.898508,-28.000000,82.932701
77.898508,-27.000000,58.664182
77.898508,-26.000000,62.407503
77.898508,-25.000000,66.011672
77.898508,-24.000000,36.088943
77.898508,-23.000000,-12.630027
77.898508,-22.000000,-30.752403
77.898508,-21.000000,-59.775455
77.898508,-20.000000,-46.162984
77.898508,-19.000000,25.694462
77.898508,-18.000000,27.367960
